missed_payments_6months,monthly_bill_amount,payment_amount_trend,usage_trend_percent,peak_hour_usage_ratio,avg_monthly_usage_gb,service_outages_3months,network_stability_score,call_drops_per_month,cs_tickets_3months,unresolved_tickets,avg_resolution_time_hours,customer_engagement_score,app_usage_frequency_change,feature_usage_breadth,service_downgrades_6months,service_cancellation_attempts,nps_score,last_survey_rating,years_as_customer,historical_satisfaction_avg,dissatisfaction
3,32.23944718,-5.279141222,-1.16480536,0.312447166,79.08962445,3,78.56815796,10,6,4,69.60202653,91.99021257,49.36301419,4.419476276,0,1,-92,5.113391077,8.321292582,2.087133948,1
3,188.1416872,-4.97644504,5.54446708,0.714906232,194.6385957,4,84.76817269,8,9,1,57.9149835,48.93019738,-31.66161665,1.403563932,1,1,-55,1.901668639,7.368275402,2.547907694,1
1,182.6606614,19.17400097,19.48085796,0.691438108,192.864986,8,79.21177035,7,5,4,45.75965091,86.85891416,21.07073619,7.424627047,0,1,-45,6.610338806,8.496673952,4.010837652,1
1,41.45055679,-7.843964921,-9.131447526,0.524476253,57.83863621,3,86.46815382,11,5,0,21.79768944,85.68879542,-34.49402786,9.367178072,1,1,-27,5.216663471,9.207632912,4.106413848,1
4,132.8239436,-9.390900185,10.68096915,0.626145679,104.4772161,8,68.76504259,9,8,3,27.52136104,81.57515875,4.00934211,7.454542529,2,1,-61,6.658290535,7.807668431,4.642796545,1
3,163.4914889,-14.82476276,3.94391784,0.388610068,67.16687887,9,64.51372749,0,1,1,48.56786461,6.14030193,-41.93887115,6.206025187,0,0,-34,7.101646774,2.617700101,3.610535334,1
2,98.64733976,0.440353427,-13.97830379,0.482700739,64.11969393,2,83.85735819,6,3,2,6.110638111,24.70666454,26.67784245,3.070259469,2,0,12,6.57489025,2.854456824,2.900483908,0
3,45.61574338,-13.85302775,22.71779918,0.692982139,17.00852,7,79.38758068,13,4,0,19.22432201,87.55478725,8.492109472,1.138380616,1,0,-18,3.646262103,3.524876816,2.510606199,1
1,170.9979877,4.651788509,17.8455613,0.475559118,125.8172235,0,61.07470616,12,0,0,51.68696627,89.89910561,-41.38333066,7.252048976,1,1,-39,8.532632415,3.030753668,2.676714206,1
3,109.304714,-13.79360884,9.50711008,0.414678959,105.5090144,8,75.21927542,9,7,4,35.0813142,45.80688624,34.85861892,3.079235583,0,1,73,5.965175794,2.490989497,4.401620604,0
1,74.75251724,3.06693271,21.03490375,0.496527468,19.78096274,8,64.24502342,5,7,0,29.5699431,44.00414677,4.701861478,8.723464095,0,1,33,5.408660559,7.524860599,4.920035374,1
4,42.04542487,13.05076957,22.03765206,0.696949551,62.9428282,9,81.25427327,13,5,1,11.75349119,17.51406339,42.159231,5.197277069,0,0,-72,9.883574238,0.339910509,1.20763674,1
4,138.8292136,-18.29901466,12.5017786,0.401124828,182.5705183,1,75.83110719,5,4,4,32.37128145,96.84107887,41.66233737,5.775720241,2,0,-82,3.55157116,7.283937381,3.320978652,1
4,37.19131638,-3.210121003,20.2207997,0.304256956,55.51675923,3,84.52607644,5,7,0,55.71912992,21.31384754,42.05077895,7.785428898,1,1,13,5.752272744,8.235637715,3.080215888,1
2,164.4859569,-1.558041311,11.8482877,0.627208412,37.5300257,7,92.22408875,5,2,2,19.74491207,19.09367844,-42.22147998,8.01487547,1,0,7,7.140921207,0.660440433,2.504569099,1
2,161.0278407,11.64288574,10.80844631,0.695586928,102.9960245,6,71.98674735,9,2,1,1.383296495,66.07289701,-37.90422382,6.783857498,2,1,42,2.127033396,0.618471072,4.406305772,1
1,84.90025916,-1.283374722,7.116682693,0.260382487,197.2735863,0,98.48408417,6,1,2,48.46384798,24.2844303,48.77058097,9.445886339,0,1,-44,4.188157517,2.854638029,3.302972068,1
0,110.2888481,2.701431458,15.16299837,0.343924468,55.99050159,4,81.42538002,11,4,2,70.05648891,93.8771611,-1.23991786,9.840685927,0,0,-63,8.215198444,2.083068156,2.252464249,1
5,143.767333,11.64817014,-20.48369368,0.285183194,137.705754,6,84.73163195,2,2,4,44.08468601,1.090699532,-26.17859472,9.521968999,2,0,-80,3.130824111,5.811336737,2.776416153,1
2,193.0510555,2.390339717,22.85224555,0.408764847,154.7077269,3,87.22689493,13,2,3,9.514451984,0.575326232,26.96644885,8.417612668,1,0,-50,5.439613284,6.754515435,2.42721423,1
1,118.4256742,-5.668023459,22.31061166,0.470210587,55.15113336,0,86.66926119,5,5,4,23.77204956,50.48768014,-23.57147788,7.350626982,1,0,66,6.675675454,6.341419961,2.720342431,1
3,199.4355557,-16.5663089,-28.24516302,0.649295802,148.3611062,8,80.43882972,2,7,1,62.60255465,48.80624599,22.7215688,6.969932721,1,1,-81,7.04046118,3.573473703,1.285063161,1
4,85.2679841,9.196625181,19.54900503,0.590688551,79.87879522,4,77.15057164,6,1,1,17.51233327,16.33640219,33.72857778,1.933751592,1,1,-99,7.554793978,4.983978346,1.447663265,1
4,119.5036309,14.84552601,-22.26780795,0.57255714,130.1381078,1,62.15127857,6,3,4,44.14640915,49.4519563,28.42633773,3.443359121,2,0,-69,8.793795853,6.399908295,3.494766733,1
4,49.65464486,18.80258148,-9.892868744,0.411424968,130.370645,7,60.88343381,7,6,3,29.58965579,41.16611052,-22.59521918,1.051194012,1,0,10,4.535734987,1.194262688,3.73627351,1
1,124.5947276,17.06399523,14.61049538,0.704868532,111.79719,1,74.31844778,1,0,4,15.75690422,89.03295253,-9.838142592,2.236688832,2,0,-9,7.359687334,2.295119145,3.546481661,1
4,121.1732626,11.89671635,-20.35440624,0.4827723,27.15505631,2,73.34643563,8,0,1,58.75188944,0.925392022,-8.674899677,4.953065295,0,0,31,7.58957183,8.90496154,4.05230159,0
2,174.2983655,5.73887729,19.07802145,0.787462963,168.7074742,9,75.50780619,12,9,3,53.74102063,97.6269805,-0.87270819,2.318828957,2,1,-94,3.702467171,3.423263765,4.774136086,1
3,199.4137693,11.25840583,19.92805068,0.580485283,70.94821234,0,65.53472804,4,6,1,47.97296568,62.43927643,-33.26271485,9.114970732,1,1,-98,9.713421552,8.011563819,4.442473228,1
4,197.6502791,-2.716651486,0.448064026,0.275758845,45.43851698,1,89.52673082,8,6,3,17.77989791,15.18434456,-4.752994959,8.251292668,0,1,-76,8.786972562,2.509897523,2.674038317,1
1,70.17120327,3.791048592,-29.6168477,0.605706537,17.7472769,6,94.27857659,9,0,3,7.947847193,4.676001381,1.078299052,1.644507209,2,1,11,3.608751958,0.416403515,1.870172548,1
3,87.53574412,-6.052007634,-12.77771201,0.395062409,122.2696592,9,97.54858541,4,0,4,41.90731242,53.81056586,3.170899658,3.240223439,2,1,-92,7.07561809,5.004005925,2.247408846,1
4,76.69169006,-6.931631401,7.015615103,0.611796318,138.7372288,1,79.69449214,6,3,4,40.31112618,23.4890166,31.990043,8.371646962,2,1,-75,7.46020571,8.924820436,3.350965952,1
0,63.94552373,10.26767093,28.87117068,0.241784689,13.1516875,5,88.03462797,10,4,4,14.37533566,30.1165537,1.733449848,8.227415139,0,1,-37,4.883352726,8.192845491,4.424833338,1
4,55.52312225,-1.842688708,7.908811621,0.304928862,107.2976811,2,94.22204494,8,4,3,4.993515296,24.51321648,-26.92160775,9.509054951,2,0,-83,8.773689573,2.529391689,3.806896494,1
5,116.9964821,-11.51354948,-14.41178514,0.713442355,53.03419729,3,76.73164444,14,3,3,6.730300248,65.01723136,16.31287382,9.977929855,1,1,-10,7.212064182,9.099357744,3.172052419,1
2,178.324793,-11.92247352,8.040342186,0.336307734,132.5828302,7,72.37651179,3,7,1,71.48674004,55.35289621,29.73141441,9.786430569,0,0,-99,6.923392166,4.797158949,3.407513438,1
3,130.2774866,14.36689446,2.399122783,0.702224675,43.12962151,2,97.46898223,1,6,2,56.63445653,7.797442352,-18.06283336,4.691241871,0,0,-100,2.987563351,0.489990038,3.113044855,1
2,178.3528205,7.110419775,16.79072371,0.367565653,141.2781702,9,80.62706204,8,8,4,66.46111079,52.65265332,14.5305929,3.252955994,2,0,-53,4.670580802,0.279246198,4.886510045,1
0,193.1140867,1.841842934,-23.58116167,0.585729146,83.4797158,5,79.89015546,12,6,1,14.84888528,79.11897656,-35.30620041,7.825691714,1,1,90,4.905302402,4.85113734,4.264365809,1
0,95.13404156,-3.96245056,15.66167415,0.616490344,187.9786979,0,67.13664386,1,9,1,69.20036608,8.119459082,-15.80736954,3.693456035,0,1,6,7.602949869,5.463228557,4.125108862,1
5,172.0635271,-2.767304369,2.475994721,0.507592852,36.12897939,6,64.32620058,2,0,0,11.12845895,88.97389762,40.92239295,8.257603241,2,1,63,6.565550907,0.799129206,3.069315947,0
2,38.89698722,-17.70259223,27.77952023,0.383186406,74.8026067,7,93.6842745,9,6,4,37.14480983,57.83066494,41.13081632,5.805592574,1,1,90,1.772745316,9.222406537,2.32723783,1
3,111.782436,-1.803594205,-9.487670038,0.327586626,31.55996904,7,84.56532705,1,0,1,59.90839359,95.06244693,7.532457874,8.145345477,2,0,-26,3.769281567,7.182168285,1.078056377,1
0,92.61040852,11.81819642,7.957313588,0.219913613,185.6917875,2,73.03298336,2,6,0,25.83603817,14.81412177,20.23514609,3.482918917,2,1,-75,5.25742754,8.012823585,1.173720097,1
0,64.82482065,-4.480540796,25.92168633,0.382367841,176.6944771,9,67.6694487,5,9,4,31.16282586,99.35649994,35.40154152,5.57224584,0,0,-95,7.630596513,5.840232512,1.120951701,1
4,104.5267776,-4.656749898,-23.84941632,0.591897674,59.00890927,0,82.21989121,2,7,3,10.10114283,64.4272866,45.85531853,6.076214142,0,1,-75,7.692122171,6.635440762,4.921907067,1
5,105.429431,-19.37133668,26.23370923,0.762982891,135.3969687,8,83.35677157,14,8,0,9.72745348,56.74941995,-1.011355971,9.487972609,2,1,-58,5.414889777,3.878602298,1.457929354,1
1,167.4517308,-1.686589498,11.27314334,0.722722689,165.272218,5,68.27974405,9,2,3,44.98934396,51.52796241,6.157573663,3.399378191,0,0,21,2.05239144,6.792970849,1.568475412,1
0,177.716164,-18.98649388,-25.92977645,0.659638866,115.4881542,8,94.05622992,7,3,2,48.96279817,2.36543731,-8.435843335,9.430194154,0,0,28,3.63613063,9.781828914,2.93659995,1
3,141.6815721,2.81397712,-11.94218598,0.673068406,110.6336099,6,63.37057465,10,3,2,56.1906085,93.96391915,-42.80180629,8.243730239,1,0,-92,3.29223144,6.477159106,2.925604668,1
3,137.6759868,0.271335263,12.49032532,0.598990942,55.95193527,0,74.24372341,5,8,2,40.52442574,64.39944729,-7.719652755,7.578046487,1,1,-74,8.029237693,3.416337229,4.679895069,1
4,48.73100525,13.60033996,-25.95896391,0.356172115,27.68952588,0,87.21537655,6,6,2,46.84890975,9.16264845,29.06273394,8.081832423,2,1,-30,2.619876826,2.852391224,1.294130927,1
3,127.7945081,3.271224437,4.930227611,0.744317018,180.470994,5,70.96481455,0,2,1,1.959726291,2.095217029,30.4885498,6.448825413,2,0,16,5.184291002,9.633459408,4.828956661,0
4,76.65561057,-7.062905787,-9.247016583,0.602439387,181.0794309,4,93.10700779,2,9,2,12.51412163,5.078363924,39.23771146,3.196720094,2,1,17,7.036469232,1.850022971,1.865560953,0
0,80.10966378,0.649240377,7.254931066,0.536264379,130.2892769,8,89.59471306,2,4,1,70.92894839,60.93957634,-44.85332948,2.70545472,2,0,-98,9.683075377,8.061966117,4.880615237,1
0,46.11169088,7.98825423,-27.25547797,0.266593682,74.4156603,1,91.56091378,1,6,1,6.395538948,61.40154149,2.715458958,8.797072923,1,1,88,9.993165222,4.65262292,3.165296395,0
0,138.097586,-16.24144818,22.29220837,0.468233326,76.34981918,7,64.76426144,6,7,4,49.19396378,49.96672918,-39.25755121,7.526254623,0,0,29,9.576299292,4.437597544,3.608050984,1
0,129.2474296,4.842963539,28.40933815,0.476214963,147.931579,4,65.62188512,8,0,1,13.50186695,30.67658207,-29.92578168,2.918838545,1,0,23,7.464181107,7.47537788,2.262915091,1
1,67.44633642,16.66505128,28.13267132,0.718738166,180.4509494,1,71.45894951,3,1,1,51.88701959,53.17427316,40.02165024,6.535840293,2,1,-27,7.717967497,1.4803843,3.447295804,1
5,74.716277,-8.034788175,14.9791099,0.527988932,178.5464206,9,80.72308661,11,6,2,51.12531861,51.63018209,-0.320874157,5.027918333,2,0,-20,7.832890878,4.662959261,3.84331912,1
5,161.4102016,5.065003795,-22.19482559,0.428240329,158.1763537,5,89.92064307,4,1,1,17.62813324,1.941555988,25.85449209,2.42789653,1,1,58,8.763443889,0.358336878,1.041480669,0
1,164.7986718,12.85317801,15.49579176,0.786080197,131.9860128,9,93.46123563,2,6,3,20.14404234,28.24692303,-43.56158941,5.786713984,1,1,-36,9.566069166,6.704068215,1.136913701,1
0,113.8243902,0.472255898,-28.52478501,0.266432356,25.98659335,7,88.17341264,10,8,2,47.48872067,5.318534147,-8.317349608,3.533671832,2,0,21,5.011355301,0.58377284,4.945908048,1
3,55.33045826,8.719181361,-28.67258691,0.453529057,40.70945568,3,97.14387526,8,1,0,28.69610875,90.01547514,17.42402807,1.866197117,0,0,45,4.748597902,0.872887977,2.83022842,1
4,39.45070478,-7.55958646,-10.58338685,0.225214805,180.7252958,1,89.54974038,13,6,2,14.81290585,72.52231628,-36.65935187,5.202624687,2,1,33,5.144180161,8.448263812,4.743270102,0
5,76.14970673,-7.757661883,-0.681408576,0.643942472,125.2215213,4,72.25071548,3,3,1,52.94925151,99.61151702,-17.41821209,6.310976969,1,1,1,6.938354543,4.42955187,3.919590467,1
2,154.3015831,6.703360872,16.22444507,0.750845931,11.74743981,1,70.60325137,4,1,3,11.94447423,30.21712633,-43.5452195,1.422157693,2,0,-59,7.979008566,2.009756885,2.491873232,1
4,132.1388275,8.216354959,10.9977226,0.368022398,29.27959314,1,87.84769801,0,6,2,61.75070015,87.84858478,15.13399409,4.618834745,2,0,10,8.834899518,5.92584576,1.603368019,1
2,152.0781507,17.48038798,-3.245837617,0.715005006,136.0653361,5,67.71482275,10,4,3,37.54153621,60.30542679,47.08912591,3.318957279,0,0,95,5.105896789,5.192832646,4.912606932,0
2,110.1971567,-11.00645701,-13.58240002,0.375330938,10.96170093,9,63.70859243,11,0,0,8.504742875,45.31254069,32.70454911,1.275855316,2,1,3,4.270353636,4.109083267,3.337985028,1
0,158.2999999,-1.271296156,29.82747001,0.746462097,40.55352977,8,81.28891499,14,4,0,50.27913568,22.25731113,47.46231168,2.130962947,2,1,-97,9.850173532,9.054170667,1.769426493,1
2,111.736985,-9.979461073,-4.429121866,0.652377142,114.25942,3,92.86566279,12,2,4,37.86057581,73.83921653,34.56047951,2.251307429,2,1,-2,3.086988589,7.494579982,3.726611921,1
0,44.28250796,-16.79631356,-2.91677854,0.682944066,141.4600876,5,64.0551937,1,6,4,22.1620876,90.41407489,35.51958062,2.645868233,1,0,31,2.998043517,1.515928713,1.368194039,1
1,43.57591022,-3.870778882,-20.18257073,0.210803933,133.8726393,6,91.67565295,11,5,2,31.000296,23.53083981,7.717719537,8.230398143,1,0,-36,7.438667093,5.707746499,4.472149119,1
3,171.3554623,-5.036770108,17.68857292,0.777686214,52.6111688,5,92.46288017,12,7,4,22.18197979,17.5390335,1.825231141,4.955426798,0,1,-60,2.61691566,0.887439007,1.360549389,1
2,137.0361368,-9.182635201,11.62093355,0.636002595,145.3140521,7,79.29096,8,4,3,19.67483434,69.6221915,-9.374573357,2.32377393,2,1,70,4.594680998,2.446539704,1.944777433,1
3,77.45160005,-8.120204354,-16.75382323,0.382850657,55.07732662,3,62.2924124,1,1,4,12.61619788,97.69731627,31.8094895,1.902672702,1,0,82,3.631481401,9.098603467,1.365723222,1
0,158.7198245,-5.583527746,-25.05713726,0.697636799,71.82594265,0,66.98359405,4,8,3,26.75646645,74.99551011,-31.79323877,3.681464129,0,1,46,2.518394111,4.620799257,1.415148867,1
2,53.07500229,19.55350531,10.82995812,0.368912719,151.833367,6,88.29705101,12,7,4,18.82009165,28.4580739,-44.37750842,8.182139668,2,0,48,6.217365152,8.921061016,3.095336615,1
4,139.6913881,11.31831064,9.270672857,0.723652304,133.4302508,2,88.4711178,7,5,4,49.52384858,41.99554241,44.78938227,4.280138631,0,0,85,4.361603417,1.659989656,3.74795921,1
1,198.2126115,-17.14395196,-13.60442838,0.267548234,171.352448,5,95.93421101,2,9,4,49.55524862,38.43176355,-49.62218148,2.439076243,0,0,57,5.160107556,2.053417475,4.153927133,1
5,55.50332288,14.89652706,27.05181374,0.622211586,134.9464495,1,83.30744586,5,6,1,36.63065722,85.2095018,47.68293219,4.637045634,0,1,15,2.762767043,3.528247231,3.780221158,1
1,54.13062879,5.332133056,-20.93652649,0.524419086,117.9786346,8,64.96429471,3,8,1,56.23406145,77.13707789,22.88533699,5.997804016,0,1,34,7.910801224,3.663256423,2.453959248,0
2,109.5318499,15.6237504,-4.059911937,0.257920682,27.79820589,0,64.85659622,10,6,4,60.73512005,58.89754348,-17.15010803,1.266257653,0,0,96,3.832408751,7.452772702,3.229151148,1
1,139.2524394,-6.331612515,26.61695521,0.345136297,79.86600258,5,88.84529429,6,2,3,42.16341848,27.49591104,19.78198431,6.648776213,0,0,-37,4.084463611,5.99410562,4.710656298,1
5,34.51287717,-1.419245408,-4.816360984,0.207442422,60.38844986,5,67.3513866,9,5,2,44.94439656,93.79885277,31.78751572,4.555906777,0,1,-99,3.269385659,5.532494259,2.550306463,1
4,114.944055,15.84908229,8.31155686,0.481260779,56.35803224,4,73.13541998,13,6,0,21.08489959,65.33152248,-25.4637944,1.087532876,2,0,14,4.909632149,6.023755068,2.009617476,1
3,44.1389598,-9.097074563,-6.144336122,0.380759156,194.8720054,4,79.48848028,12,1,1,64.53571325,97.04766464,27.08956833,7.065004591,2,1,94,5.172189645,7.321913725,3.077277422,1
4,71.02504206,16.62003505,-13.54708786,0.559014491,84.68856769,0,60.9905951,2,2,4,2.718629154,58.0117033,30.4369625,7.41148872,0,1,27,5.767002247,8.928166386,2.189340847,0
1,151.1075954,13.13998849,29.03865888,0.378342685,179.4888455,9,69.95276108,5,3,0,25.75077533,82.11927584,-25.06453699,6.659558097,2,1,-22,9.708114538,4.147399565,2.047268208,1
5,155.6070411,19.22231764,-5.439959621,0.379951467,129.9163389,4,76.31558434,14,9,1,52.24782993,81.31053794,-45.80736456,4.077371958,0,0,0,9.142226272,8.029259429,4.115213205,0
3,154.0545166,-7.029696519,23.64595222,0.645915919,161.0141477,1,71.18545274,11,5,2,6.686355187,33.73287768,-29.58777154,5.766443687,2,0,18,6.484533679,4.950968831,4.56334343,1
5,41.07487679,-10.5698728,-16.20272365,0.228885702,105.5010477,6,65.4548131,14,0,3,14.00503645,96.4020723,-29.93535911,4.484419355,1,0,-27,1.35013121,7.220782425,3.009266731,1
4,163.7497285,-6.765324118,-17.21371776,0.741736997,119.6117381,2,89.12049031,9,8,4,42.83928668,2.19414676,-43.47595458,7.305595571,0,0,-92,6.510343068,8.748237881,4.119131528,1
0,103.4751908,18.18599184,-28.13195503,0.711358325,103.5783618,3,92.52590621,8,4,2,40.75955067,76.87109088,22.60073847,6.252221676,1,1,-78,1.807017461,0.322148224,1.748357705,1
0,110.8026286,-6.677068158,9.100009523,0.60068281,47.09616768,2,70.29915905,10,6,1,53.46390903,96.55570858,-12.00250755,1.736192024,0,0,-87,7.393098147,5.466297553,3.190572052,1
3,101.3473804,2.608472798,-7.888419377,0.555932942,147.2659019,2,90.97677978,9,8,4,58.69549738,33.89082033,38.43861675,6.787842024,0,1,-47,4.510698819,9.893806265,3.544799771,1
3,175.6938038,-3.852828697,21.86149499,0.735381499,63.34674886,3,75.42214258,0,8,0,10.12915007,64.81105878,-24.78288943,7.185145729,1,0,23,8.539268424,4.962244145,2.962656671,0
3,145.5949617,-4.151194221,-1.607405599,0.311198108,14.62003362,4,80.26743163,2,0,3,2.305050274,56.22232498,-4.67678349,4.336319626,1,0,-56,9.482763207,8.643036826,1.467520865,1
0,115.0043931,-12.2648556,28.09160567,0.247381497,132.6397362,0,94.240043,1,0,1,49.9643349,76.15073097,13.90174289,8.882072029,1,0,-85,4.753993073,1.858998524,3.936400927,1
4,171.8287937,1.483181632,-18.86846906,0.343706102,43.65102909,3,89.99814727,7,2,3,22.3988175,86.61779216,37.74649497,8.587129194,0,0,99,5.144997659,6.042870902,4.356312709,0
3,166.9117944,13.9761702,22.11739008,0.676746967,188.687131,7,92.20467405,6,5,4,45.44485789,60.30445693,2.462110162,2.576498715,1,0,1,6.311328229,8.703059632,3.54090502,0
0,30.85750785,-18.02059946,16.59581117,0.22080216,191.2464296,9,65.47380666,1,1,2,11.68866575,81.59045864,-12.64753722,9.138396776,1,1,-6,2.774194497,4.315331316,1.676644006,1
3,111.409594,15.56906375,16.25531068,0.549684101,183.8242341,6,62.78877703,5,9,3,34.30184331,31.22855759,36.70150785,4.967851343,2,0,8,9.345995567,4.867220589,1.298209759,1
3,37.18183863,6.618918605,20.68699369,0.79726251,80.33015305,8,95.73618916,14,0,0,36.81415697,22.85870587,-18.97535753,7.513746874,2,0,84,4.896999339,0.820179044,2.206415633,1
5,82.22170187,4.669523223,15.66143946,0.713417656,12.93675714,4,75.51337078,2,0,1,42.54052496,43.06676895,-42.05763004,8.326873063,1,0,35,2.501383023,0.42172092,1.147960447,1
3,166.6523484,5.036009317,7.573219298,0.512867413,186.3805269,9,71.51518712,7,4,0,37.43507116,67.77365996,-5.495789249,5.54601179,1,0,-76,7.864586501,4.687082996,4.356876042,1
0,190.4888999,-8.149206562,-22.12530734,0.238184546,91.35498818,3,88.98785017,9,3,3,36.19404469,18.72469489,28.50933065,4.591917454,1,0,68,2.972362352,8.434753316,3.81224176,1
4,71.15133232,-3.394219845,-28.04842923,0.698824109,193.6644156,7,93.45662386,12,0,2,24.62412493,68.03521922,-46.92191682,9.239062318,1,1,-39,2.291763476,9.313242721,3.254754644,1
0,33.6422753,11.97160024,25.25087087,0.559387105,193.0877956,8,94.49958488,2,3,2,6.053796779,39.40936486,8.588224499,3.077681976,2,0,-24,6.065848679,6.586530035,4.558530014,1
0,98.39717844,-7.744758523,6.999018871,0.268959798,172.0717965,6,72.63988565,9,2,0,7.355933973,79.55752739,9.446404853,3.312730699,0,1,45,7.043457298,8.263985993,1.440373999,0
3,86.97020258,-1.199191617,17.79223746,0.256314371,65.94528949,6,94.08849565,13,1,4,31.79825748,3.68358171,42.85417634,4.254582826,1,0,-51,6.126064666,7.348541627,3.857839,1
5,145.0842511,-19.21470914,-1.108658909,0.745776092,83.16856843,4,61.63735777,8,8,4,26.26131208,66.79826378,-21.35351829,8.735192002,1,1,68,6.908595841,7.014858269,1.586528828,1
2,114.1598043,9.342334117,-22.96150866,0.601520158,171.7159676,3,61.98645966,0,0,2,37.64557113,64.98223366,-22.11633868,9.449094378,2,0,-67,2.039716111,7.690330988,1.243701707,1
2,97.80403479,-3.291912933,-22.48885247,0.69757208,70.21518098,9,84.94076781,4,6,0,22.64351002,94.09354761,-5.951634866,2.980609433,1,0,-1,5.284162341,5.053029524,1.531618029,1
2,69.02445161,1.014350739,11.13391723,0.72738734,42.20362187,0,62.52425476,2,3,0,49.84161649,71.33675536,-14.30850985,8.774831329,1,1,13,4.213167797,4.579381035,4.803760363,1
0,170.8416678,-15.41242729,-4.181646306,0.543063411,115.7922399,9,72.98436674,5,4,0,62.34079236,79.63018964,23.63458627,3.323826635,2,0,-20,9.760317546,1.591435222,2.761733539,1
3,72.22617876,19.66856915,-17.9685164,0.510467811,187.8694071,9,86.91023945,9,9,3,22.2192864,90.45910159,14.17520771,9.735771221,1,1,-89,1.446615408,8.438153167,1.195982785,1
2,39.30494644,-7.901286921,-0.504327196,0.458256446,142.2456614,6,73.49067584,1,4,4,14.70186456,67.50519183,25.89210379,6.376671028,1,0,-24,3.684647828,0.446138801,3.334538593,1
1,125.9837864,5.399586464,-26.14746378,0.390167953,118.3116223,0,67.18399126,8,0,4,9.248820772,29.0153635,32.00417912,1.063778207,2,1,-26,9.476759747,2.674441212,1.798856265,1
1,83.94928686,3.249453794,4.918284115,0.460757577,28.46353382,0,71.25402487,5,5,3,44.75403688,86.97737996,42.29811327,1.307169137,0,1,69,9.851465649,5.199161471,1.027345641,1
1,151.1139734,11.40368816,-13.86039573,0.664327793,126.8513731,4,78.30301329,6,8,1,32.51377537,74.75781195,-6.906326822,2.327360777,1,1,-46,8.42411447,9.715981125,4.033543178,1
4,43.74818363,-8.246521775,17.85354604,0.561154059,198.1102315,8,79.01543421,4,1,3,14.34911592,42.4437604,48.46973895,2.68815842,1,0,-9,1.683984196,7.859729423,1.619452316,1
3,194.272286,10.2370938,-11.37828246,0.735513974,36.61596289,5,91.32000925,8,6,0,47.37270806,71.05291726,-28.43391866,7.908572105,0,1,86,6.052195255,3.686712246,4.769945889,1
0,61.76586265,-4.699930773,-2.686791055,0.466028009,108.4826339,2,90.00612918,0,5,3,11.54230599,86.76888772,21.43651619,3.004892888,2,0,78,4.601106934,7.139483905,3.371199475,1
0,90.69967254,-3.553561366,-29.30276761,0.564253747,176.7008837,2,78.27271218,4,4,0,40.35535012,97.56521314,3.400931731,9.72227458,0,1,-13,8.258073109,9.31369388,1.34798329,1
3,111.7623432,6.908501059,-25.65318673,0.578784532,150.7460374,6,93.82669396,10,3,2,38.4275351,95.2351504,31.69005947,6.725008515,1,1,80,1.49521812,5.388834515,1.871297715,1
5,181.3199765,11.37143087,-6.450386616,0.555018297,142.4329908,5,64.56948554,9,3,0,53.13017388,32.53278268,-2.322947939,7.232657583,0,1,-92,2.774158765,4.619401955,3.443378549,1
5,152.8319507,6.674665445,-1.203669917,0.621580264,143.471976,8,70.21413401,10,5,4,4.912784436,42.16937137,28.39386354,2.960348674,2,0,-98,5.402755596,5.529932723,2.352450912,1
4,54.620839,15.99518082,6.001232887,0.342460081,78.30331873,5,93.11905854,5,3,3,64.03897816,10.9536605,43.01687146,9.034356827,1,0,17,2.418828967,3.115300412,3.128572204,1
3,104.5643162,-8.59363882,-12.50024528,0.507418267,65.78245041,4,75.11976155,6,4,0,50.91241256,24.7544287,23.22942661,7.010331155,2,0,35,7.234436284,9.073488107,4.198048186,1
5,122.295017,16.02466928,11.69891317,0.262534882,163.7786195,9,99.24726235,11,5,1,16.34494588,88.24212085,27.60942862,8.779650619,2,1,86,8.38690499,7.972818125,4.170406033,1
4,149.3613731,-14.76545896,21.60734383,0.430706797,163.921545,6,78.65013126,3,4,2,14.02177975,36.08499263,-43.28245687,9.608329875,0,0,-71,7.340679043,7.054841124,3.791947216,1
2,127.2084364,6.381212761,16.79105933,0.492600241,174.7437405,0,91.67742492,11,6,1,31.6478752,62.05526586,-29.50423378,2.130768794,0,0,-34,4.962553423,5.890920806,4.544217225,1
2,107.7469307,1.905226055,-27.62287048,0.591334556,183.515705,6,76.09228166,12,8,1,59.0471384,66.59656183,47.43037405,1.869285072,2,1,-46,8.905488996,9.694747785,1.797442766,1
4,160.1431004,-0.214562383,-1.169583165,0.770318632,107.1550558,2,76.99814076,0,9,1,60.84944951,78.18292751,19.31870038,8.230670439,2,1,61,2.239175185,2.977057295,1.708965954,1
3,94.26979684,-7.563518846,-23.70418929,0.56039064,105.288096,8,75.31532589,14,6,2,37.95238254,18.28000302,6.144901731,8.795134532,1,0,22,3.343047255,2.831351649,4.197398065,1
2,197.8193604,0.149309812,-15.47729905,0.64615635,161.676084,5,88.76302482,10,6,2,62.11757125,30.48131346,-13.30236266,6.253852788,2,0,-58,5.405857167,2.421383329,2.283557385,1
3,191.1230264,-13.52906574,29.1997556,0.503759636,133.4931468,8,81.90071536,7,3,2,1.386503353,44.83363415,-45.56109988,4.29400493,2,0,55,1.55204739,7.417759886,3.048729652,1
5,150.2546688,-5.227162232,-21.45026743,0.580462419,143.3737067,4,97.75112445,9,0,2,3.497398839,36.48410612,-13.0864092,6.873666725,0,1,64,1.861172034,7.972856399,3.975808595,1
