customer_id,avg_monthly_usage_gb,usage_trend_percent,peak_hour_usage_ratio,service_outages_3months,avg_download_speed_mbps,network_stability_score,call_drops_per_month,cs_tickets_3months,avg_resolution_time_hours,unresolved_tickets,last_ticket_satisfaction,usage_change_3months,service_downgrades_6months,missed_payments_6months,payment_amount_trend,service_cancellation_attempts,support_requests_30days,negative_feedback_count,last_interaction_sentiment,interaction_frequency_trend,chat_support_satisfaction,service_quality_score,service_interruptions_30days,avg_interruption_duration_mins,service_level_achievement,customer_engagement_score,app_usage_frequency_change,feature_usage_breadth,service_exploration_score,social_media_sentiment_score,social_media_mentions_30days,community_forum_activity,public_complaint_posts,previous_churns,years_as_customer,historical_satisfaction_avg,complaint_history_score,nps_score,satisfaction_surveys_completed,last_survey_rating,would_recommend_score,contract_type,monthly_bill_amount,last_interaction_date,customer_segment,recent_complaint_text,dissatisfaction_level,primary_dissatisfaction_reason
126,91.15047984,3.051442237,0.600751999,0,105.1088297,93.31749569,9,8,61.81947587,2,1.479299035,17.58095545,0,3,6.626949449,0,1,0,-0.512565736,-4.453784635,2.976401663,71.88261824,7,50.77265775,0.625078256,98.76991928,32.67977398,6.318540641,32.78009686,-0.272333384,8,3.695500851,2,0,9.647739192,2.527309078,89.01623564,37,4,1.052386391,0.981547567,2-year,172.8114307,49:46.6,Basic,Network quality has degraded significantly,1,Billing Problems
127,165.4228055,-24.78079441,0.580802764,9,54.37900114,99.43072998,0,2,66.86489245,1,2.80435715,-20.86173004,1,5,-9.396343923,1,8,4,-0.955310132,-0.089551782,4.427935223,92.77337646,11,30.27685689,0.949979997,33.30384234,49.68109403,5.807006546,22.05680736,-0.324743046,5,0.103894493,2,1,6.598556381,1.612803106,2.306848594,-31,2,5.489636969,1.489959016,annual,168.0873223,49:46.6,Premium,Service is terrible! Constant drops,2,Service Experience
128,173.5388108,-5.492807216,0.299572937,3,121.7197409,91.6513717,0,5,68.43787359,3,4.643515619,-31.41505479,2,1,2.82240207,0,2,0,0.617430794,-4.085834509,3.184618365,52.50844217,12,118.0098138,0.823068762,58.53305419,22.71028277,8.600259408,46.62569273,-0.138360624,5,7.566929555,0,1,1.686595582,2.992420868,67.29397069,37,2,4.880482493,6.10463339,annual,108.032933,49:46.6,Premium,Bill is too high for the service quality,2,Network Quality
129,11.3209048,-7.638688979,0.729156655,8,12.59673786,84.05536283,5,3,40.39263155,3,4.257203935,-28.81854931,1,2,-2.307023865,0,7,0,-0.017722929,-3.402144379,2.646603187,94.09812139,14,36.46650816,0.732437717,77.93930542,-48.47261619,7.56388673,66.64967409,0.006620062,8,8.698606479,4,0,4.48158828,2.327554621,55.14239558,5,2,7.352846711,2.315677123,annual,182.307474,49:46.6,Premium,Service is terrible! Constant drops,1,Usage Issues
130,107.0419875,-14.41477297,0.456493813,9,28.14561071,73.56881194,1,1,25.21243223,2,3.078671586,-31.18530913,1,0,2.256765244,1,1,0,-0.386323739,-1.169616496,1.431294695,92.60349189,10,38.84690772,0.73759319,92.06160842,-27.33097733,8.485490129,38.49919477,0.515647988,3,1.73924477,2,1,7.741968409,2.495873392,95.08007845,-57,1,4.443747943,7.491741113,monthly,92.43627894,49:46.6,Business,Service is terrible! Constant drops,2,Service Experience
131,89.3080906,13.40520682,0.297340043,5,53.66537458,81.78381795,0,0,69.29240608,1,4.086285757,-12.7427935,1,4,0.704419097,1,2,3,-0.796136186,-3.444599085,2.573654305,75.31831268,16,118.7631441,0.716100488,75.55477258,47.18227003,2.903559292,80.25422572,-0.215773219,4,0.286407517,3,0,4.233500669,2.043941416,25.86985099,-45,1,9.789175287,5.141986926,monthly,99.42577611,49:46.6,Business,Bill is too high for the service quality,1,Service Experience
132,52.20048399,-0.247455895,0.207564512,5,16.13707896,61.64272691,5,0,39.86585483,3,3.090775096,-7.519813454,0,0,14.35101141,1,0,0,-0.874556818,4.63687166,3.935745819,74.51014271,11,16.07129918,0.782192069,67.45037788,30.86042522,6.761972839,73.85232466,-0.338773781,4,1.645018455,2,1,3.095334259,1.251431651,85.88916419,31,2,7.031828634,2.182128852,2-year,73.46988329,49:46.6,Premium,Service is terrible! Constant drops,0,None
133,32.77441979,-25.13722705,0.53585341,0,39.07417024,89.79300302,13,9,5.56194333,3,1.632369349,-15.78544282,2,0,6.072004135,1,5,2,-0.302266556,4.467897767,4.685145647,68.0903684,19,91.26407856,0.734816675,46.5981782,6.67998438,1.362167726,73.49148822,0.653757641,4,8.952892932,2,0,9.912160766,4.164637107,30.89857019,-88,2,6.939264998,4.937916776,2-year,106.1744629,49:46.6,Premium,Connection keeps dropping during work calls,2,Service Experience
134,74.14688257,-16.78900788,0.516439773,9,125.3718925,77.8382218,1,2,46.63713505,4,1.498944453,-21.44039464,0,1,-12.44966088,1,6,1,0.60947413,-1.638903538,2.006717615,99.70868958,17,112.297531,0.819178522,60.54001338,-26.31392906,1.620465511,98.51896897,0.699593341,7,2.955103894,0,0,9.356371346,3.472883299,42.98635761,21,0,9.274070303,0.008817269,annual,197.7050345,49:46.6,Basic,Bill is too high for the service quality,0,None
135,189.1528437,10.99552582,0.631612173,1,142.496473,60.80092919,5,3,42.72561728,0,1.753472928,-35.21004737,1,1,-17.47932884,1,3,3,0.837447499,1.39747712,2.420942069,55.55846664,15,61.41539931,0.909406901,9.416380885,-48.56297941,7.421743294,29.52299774,-0.534468071,0,2.337041149,0,0,9.415603693,4.338540495,21.32875648,-82,3,9.956843505,8.627400437,2-year,127.4509126,49:46.6,Business,Connection keeps dropping during work calls,2,Service Experience
136,71.40855708,-25.43214843,0.734154832,5,49.16734159,62.50027766,9,1,64.60129398,3,2.40368838,-16.2246086,0,4,-3.025448453,0,0,2,0.793502729,0.337533206,1.615843976,79.51076178,2,0.302611404,0.869784513,88.3922542,-47.91385274,1.219780924,64.47255863,-0.370656355,9,0.145898248,3,1,1.316725297,3.01280791,86.35910158,97,0,2.780386203,0.126783771,2-year,171.2866174,49:46.6,Premium,Long wait times for support,1,Billing Problems
137,108.5702181,21.07241484,0.247643951,1,43.35479158,75.49865855,7,0,47.37629043,1,4.722117071,-26.12281003,2,4,-19.37557511,1,2,2,0.840001669,3.155869805,3.762891577,84.08407951,8,45.00707329,0.717782757,54.37773088,11.19808635,6.21788508,85.54783402,0.650232742,9,2.970551472,1,0,2.342552568,4.939946556,19.54096607,-11,2,8.294798289,0.070098925,monthly,74.76829598,49:46.6,Business,Long wait times for support,1,Billing Problems
138,143.5736022,-0.291208379,0.638897894,2,45.58443458,83.33686076,1,3,25.78272214,2,4.198713655,-12.0883176,2,4,-7.268104567,0,8,4,0.815450686,1.274456098,4.84075372,96.71650041,6,13.38827909,0.811496405,4.013505043,-47.81681236,8.563645886,57.95244339,-0.841183511,2,7.15639077,0,1,4.420669582,4.850099638,85.90129933,89,1,2.460875458,6.115039432,annual,192.5065176,49:46.6,Basic,Great customer service experience,1,Service Experience
139,79.08962445,-1.16480536,0.312447166,3,45.26926767,78.56815796,10,6,69.60202653,4,2.731206245,-2.736740914,0,3,-5.279141222,1,4,4,0.054449503,-4.997475455,3.563808879,89.01017484,18,49.94251931,0.936050464,91.99021257,49.36301419,4.419476276,78.95021761,-0.348306439,7,9.590892884,1,1,8.321292582,2.087133948,45.56133826,-92,1,5.113391077,9.735209258,annual,32.23944718,49:46.6,Premium,Network quality has degraded significantly,2,Service Experience
140,194.6385957,5.54446708,0.714906232,4,10.20987642,84.76817269,8,9,57.9149835,1,2.972306839,-5.668147789,1,3,-4.97644504,1,5,2,-0.561168723,2.631743856,3.46830612,82.19236014,4,94.8032114,0.627282494,48.93019738,-31.66161665,1.403563932,41.44521858,-0.103299786,8,3.127412324,3,0,7.368275402,2.547907694,83.50854938,-55,2,1.901668639,8.559334844,2-year,188.1416872,49:46.6,Business,Bill is too high for the service quality,2,Service Experience
141,192.864986,19.48085796,0.691438108,8,139.4028702,79.21177035,7,5,45.75965091,4,2.062437831,-17.62568527,0,1,19.17400097,1,3,4,0.596093166,2.468481213,3.213959722,55.84061584,18,52.64538587,0.631318907,86.85891416,21.07073619,7.424627047,59.04913457,-0.62585677,1,2.406853202,2,0,8.496673952,4.010837652,26.44885591,-45,3,6.610338806,2.520189126,monthly,182.6606614,49:46.6,Basic,Network quality has degraded significantly,2,Network Quality
142,57.83863621,-9.131447526,0.524476253,3,35.98623053,86.46815382,11,5,21.79768944,0,3.817411826,-11.0763303,1,1,-7.843964921,1,0,1,-0.57257405,0.097227056,1.353822963,68.68667584,9,51.83101456,0.822468027,85.68879542,-34.49402786,9.367178072,5.56663928,-0.640171607,3,8.880690205,2,1,9.207632912,4.106413848,13.27301414,-27,4,5.216663471,1.966668111,2-year,41.45055679,49:46.6,Premium,Long wait times for support,1,Service Experience
143,104.4772161,10.68096915,0.626145679,8,65.90059074,68.76504259,9,8,27.52136104,3,4.211062686,-30.06007083,2,4,-9.390900185,1,4,1,-0.465585446,4.029189732,3.918015306,56.94208213,19,66.81473723,0.855646051,81.57515875,4.00934211,7.454542529,98.57676058,-0.150275884,7,8.525048508,1,1,7.807668431,4.642796545,55.4961265,-61,4,6.658290535,6.261121806,2-year,132.8239436,49:46.6,Business,Happy with the service overall,2,Service Experience
144,67.16687887,3.94391784,0.388610068,9,6.404597997,64.51372749,0,1,48.56786461,1,1.955618783,-48.30318187,0,3,-14.82476276,0,4,4,-0.533491356,4.084462057,3.408198174,94.06063662,11,69.80287017,0.684565206,6.14030193,-41.93887115,6.206025187,80.00184814,0.509043449,4,3.281604201,3,0,2.617700101,3.610535334,50.94370671,-34,0,7.101646774,8.22637747,annual,163.4914889,49:46.6,Basic,Bill is too high for the service quality,2,Service Experience
145,64.11969393,-13.97830379,0.482700739,2,129.4034882,83.85735819,6,3,6.110638111,2,1.167286495,-6.248638208,2,2,0.440353427,0,4,0,0.029964807,0.239116767,3.645907075,87.48105778,7,102.7555571,0.898088051,24.70666454,26.67784245,3.070259469,86.88090716,0.680465959,0,0.688051538,3,1,2.854456824,2.900483908,35.6607378,12,3,6.57489025,3.620786709,monthly,98.64733976,49:46.6,Basic,Long wait times for support,0,None
146,17.00852,22.71779918,0.692982139,7,111.0178149,79.38758068,13,4,19.22432201,0,3.495555773,-32.32020086,1,3,-13.85302775,0,5,2,-0.356344984,1.079882312,4.595244372,87.87683934,2,37.00265271,0.858505351,87.55478725,8.492109472,1.138380616,69.42942781,0.958470185,5,9.919894405,0,0,3.524876816,2.510606199,66.28214185,-18,4,3.646262103,4.323545904,2-year,45.61574338,49:46.6,Business,Connection keeps dropping during work calls,2,Billing Problems
147,125.8172235,17.8455613,0.475559118,0,142.2796251,61.07470616,12,0,51.68696627,0,3.250048477,-3.173240295,1,1,4.651788509,1,1,1,-0.691687901,4.965220719,4.135843148,82.61282589,18,98.60055172,0.969315707,89.89910561,-41.38333066,7.252048976,18.60500328,-0.8520319,8,6.807042875,1,0,3.030753668,2.676714206,9.514282876,-39,3,8.532632415,1.154895137,2-year,170.9979877,49:46.6,Premium,Great customer service experience,1,Service Experience
148,105.5090144,9.50711008,0.414678959,8,118.3342445,75.21927542,9,7,35.0813142,4,2.60852462,2.290594972,0,3,-13.79360884,1,0,4,-0.093653176,-2.011797652,4.123661009,75.35217685,10,67.91204984,0.667581681,45.80688624,34.85861892,3.079235583,3.102844242,-0.566635598,8,9.265804971,0,0,2.490989497,4.401620604,62.20010749,73,1,5.965175794,1.528264213,monthly,109.304714,49:46.6,Business,Happy with the service overall,0,None
149,19.78096274,21.03490375,0.496527468,8,50.48744425,64.24502342,5,7,29.5699431,0,3.575575767,14.11494223,0,1,3.06693271,1,1,4,0.747814478,-1.753827577,4.708735076,57.49855297,7,36.06354597,0.900549706,44.00414677,4.701861478,8.723464095,86.46566077,0.513259685,0,3.418744743,1,1,7.524860599,4.920035374,21.17560935,33,1,5.408660559,5.68351595,2-year,74.75251724,49:46.6,Basic,Connection keeps dropping during work calls,1,Service Experience
150,62.9428282,22.03765206,0.696949551,9,40.94163702,81.25427327,13,5,11.75349119,1,3.202453192,17.06859568,0,4,13.05076957,0,9,1,0.14110571,-3.172260973,4.959739806,66.48474434,12,35.41512528,0.633457236,17.51406339,42.159231,5.197277069,39.63306537,0.081197412,3,6.476854191,0,1,0.339910509,1.20763674,12.8954556,-72,3,9.883574238,1.026561457,annual,42.04542487,49:46.6,Basic,Bill is too high for the service quality,2,Service Experience
151,182.5705183,12.5017786,0.401124828,1,106.1688646,75.83110719,5,4,32.37128145,4,2.002326306,-49.26317676,2,4,-18.29901466,0,5,1,0.756671212,3.958669392,3.325130928,56.84578962,9,43.33650205,0.826116964,96.84107887,41.66233737,5.775720241,26.3864876,-0.344640452,0,6.744972302,0,1,7.283937381,3.320978652,90.96081801,-82,2,3.55157116,2.020461248,2-year,138.8292136,49:46.6,Premium,Service is terrible! Constant drops,2,Service Experience
152,55.51675923,20.2207997,0.304256956,3,57.79635238,84.52607644,5,7,55.71912992,0,2.590915902,19.32619465,1,4,-3.210121003,1,4,0,-0.60825563,2.444883899,1.435526464,86.24565714,17,74.72318911,0.820758056,21.31384754,42.05077895,7.785428898,56.16729588,-0.588820678,6,8.729054675,3,1,8.235637715,3.080215888,45.97957612,13,4,5.752272744,2.34677024,annual,37.19131638,49:46.6,Business,Connection keeps dropping during work calls,1,Service Experience
153,37.5300257,11.8482877,0.627208412,7,87.10117728,92.22408875,5,2,19.74491207,2,2.712454279,-2.188717705,1,2,-1.558041311,0,4,4,-0.666052253,-3.943571511,2.836519631,58.0114388,11,27.69740776,0.755354018,19.09367844,-42.22147998,8.01487547,42.08985225,-0.439044897,2,9.930580371,3,0,0.660440433,2.504569099,76.34168716,7,4,7.140921207,4.439245332,annual,164.4859569,49:46.6,Premium,Connection keeps dropping during work calls,2,Service Experience
154,102.9960245,10.80844631,0.695586928,6,5.907333299,71.98674735,9,2,1.383296495,1,4.520991978,-4.953308774,2,2,11.64288574,1,5,4,0.151154251,4.817673512,4.150404586,85.10567751,6,110.4400274,0.937828459,66.07289701,-37.90422382,6.783857498,65.16659957,-0.141422099,1,1.086661785,2,1,0.618471072,4.406305772,8.911692845,42,1,2.127033396,0.456119641,annual,161.0278407,49:46.6,Premium,Happy with the service overall,1,Service Experience
155,197.2735863,7.116682693,0.260382487,0,13.97342674,98.48408417,6,1,48.46384798,2,4.843616617,-48.93508334,0,1,-1.283374722,1,9,3,-0.073342197,2.309617082,1.110901299,84.61276948,10,68.9895101,0.601748258,24.2844303,48.77058097,9.445886339,48.37932331,-0.645697561,7,6.311168454,2,0,2.854638029,3.302972068,5.746487801,-44,0,4.188157517,4.997709717,annual,84.90025916,49:46.6,Basic,Coverage is spotty in my area,2,Service Experience
156,55.99050159,15.16299837,0.343924468,4,82.62835147,81.42538002,11,4,70.05648891,2,4.57200545,10.28633883,0,0,2.701431458,0,6,0,0.320345283,3.505221096,1.227549753,72.96522395,9,110.4018932,0.808071761,93.8771611,-1.23991786,9.840685927,69.72331404,0.928451912,8,3.364399484,3,0,2.083068156,2.252464249,49.48522129,-63,4,8.215198444,9.286744064,annual,110.2888481,49:46.6,Business,Coverage is spotty in my area,2,Service Experience
157,137.705754,-20.48369368,0.285183194,6,87.08038873,84.73163195,2,2,44.08468601,4,3.876712096,-39.81559869,2,5,11.64817014,0,8,1,0.589253582,-4.518492108,1.26863113,56.76143271,2,5.568523029,0.68686142,1.090699532,-26.17859472,9.521968999,85.34232695,-0.784823111,6,8.116584271,3,1,5.811336737,2.776416153,31.55511515,-80,1,3.130824111,0.244636611,annual,143.767333,49:46.6,Business,Coverage is spotty in my area,2,Service Experience
158,154.7077269,22.85224555,0.408764847,3,113.9606769,87.22689493,13,2,9.514451984,3,3.339970934,8.613110775,1,2,2.390339717,0,6,1,0.502614591,0.049609189,3.924143033,65.74004131,6,41.11336446,0.897399448,0.575326232,26.96644885,8.417612668,19.5557011,0.971154869,5,7.541479847,0,1,6.754515435,2.42721423,0.490729251,-50,1,5.439613284,6.309848652,2-year,193.0510555,49:46.6,Basic,Happy with the service overall,1,Service Experience
159,55.15113336,22.31061166,0.470210587,0,24.13497135,86.66926119,5,5,23.77204956,4,3.757046542,-48.91062176,1,1,-5.668023459,0,1,2,0.884522347,1.985982867,3.004666514,66.00465545,3,2.736919283,0.617226971,50.48768014,-23.57147788,7.350626982,32.94328806,0.683786572,9,8.925185242,2,1,6.341419961,2.720342431,18.32946449,66,3,6.675675454,8.358423652,monthly,118.4256742,49:46.6,Basic,Network quality has degraded significantly,1,Usage Issues
160,148.3611062,-28.24516302,0.649295802,8,79.41154714,80.43882972,2,7,62.60255465,1,4.756436883,-4.782501625,1,3,-16.5663089,1,5,1,-0.203487182,0.429465846,2.475591774,85.01925666,7,32.67021781,0.932621875,48.80624599,22.7215688,6.969932721,43.68155866,-0.153696765,5,3.437028773,3,0,3.573473703,1.285063161,21.87755155,-81,3,7.04046118,3.124608425,2-year,199.4355557,49:46.6,Business,Bill is too high for the service quality,2,Service Experience
161,79.87879522,19.54900503,0.590688551,4,33.19490844,77.15057164,6,1,17.51233327,1,1.999994941,-19.56389264,1,4,9.196625181,1,8,4,-0.587226516,1.666474657,1.422468181,55.68715097,7,103.4407767,0.935236891,16.33640219,33.72857778,1.933751592,96.2058448,0.479632669,8,1.845303442,1,1,4.983978346,1.447663265,28.85063545,-99,3,7.554793978,1.31518545,monthly,85.2679841,49:46.6,Premium,Service is terrible! Constant drops,2,Service Experience
162,130.1381078,-22.26780795,0.57255714,1,18.51343734,62.15127857,6,3,44.14640915,4,3.140482031,-35.94632897,2,4,14.84552601,0,6,1,0.10182528,3.178740636,3.928961001,91.45343231,5,4.393165901,0.933146405,49.4519563,28.42633773,3.443359121,36.53336135,0.343030487,4,0.218016772,1,0,6.399908295,3.494766733,87.7535577,-69,0,8.793795853,0.433397876,2-year,119.5036309,49:46.6,Premium,Service is terrible! Constant drops,2,Service Experience
163,130.370645,-9.892868744,0.411424968,7,64.52189014,60.88343381,7,6,29.58965579,3,3.758432076,-42.47070258,1,4,18.80258148,0,1,4,-0.77851376,-1.25662937,2.284079242,88.05036451,12,52.33765199,0.661027411,41.16611052,-22.59521918,1.051194012,38.10998496,-0.573426164,4,2.555066837,2,0,1.194262688,3.73627351,42.06025311,10,4,4.535734987,6.439030594,monthly,49.65464486,49:46.6,Business,Long wait times for support,1,Service Experience
164,111.79719,14.61049538,0.704868532,1,28.68381397,74.31844778,1,0,15.75690422,4,3.716988005,-19.19106124,2,1,17.06399523,0,2,4,-0.422297753,3.486686756,2.06129628,59.31534591,11,14.10804846,0.852162607,89.03295253,-9.838142592,2.236688832,65.3472523,-0.321859828,1,3.671715398,1,1,2.295119145,3.546481661,67.94323905,-9,0,7.359687334,5.522343802,2-year,124.5947276,49:46.6,Premium,Happy with the service overall,2,Network Quality
165,27.15505631,-20.35440624,0.4827723,2,37.15838684,73.34643563,8,0,58.75188944,1,2.009115838,-41.36859363,0,4,11.89671635,0,7,0,-0.584223889,-3.370838952,3.609276806,85.95821909,2,50.02087911,0.605746944,0.925392022,-8.674899677,4.953065295,41.91997099,0.026245126,5,9.460669859,0,1,8.90496154,4.05230159,1.839609266,31,0,7.58957183,2.292949884,annual,121.1732626,49:46.6,Premium,Coverage is spotty in my area,0,None
166,168.7074742,19.07802145,0.787462963,9,51.04541408,75.50780619,12,9,53.74102063,3,3.34692611,-15.94873718,2,2,5.73887729,1,8,1,-0.206872566,-2.29113945,3.23604357,83.42565907,5,100.6621901,0.939185037,97.6269805,-0.87270819,2.318828957,95.12237456,0.27568836,5,4.913726338,2,1,3.423263765,4.774136086,81.39256779,-94,3,3.702467171,8.316173076,monthly,174.2983655,49:46.6,Basic,Great customer service experience,2,Service Experience
167,70.94821234,19.92805068,0.580485283,0,42.61131811,65.53472804,4,6,47.97296568,1,4.18365257,-6.234805894,1,3,11.25840583,1,3,0,-0.77756685,-4.566543801,2.449642567,87.40604001,18,74.76852401,0.889190077,62.43927643,-33.26271485,9.114970732,89.44687605,0.085789963,5,5.564395041,3,0,8.011563819,4.442473228,24.03289442,-98,1,9.713421552,7.355063522,2-year,199.4137693,49:46.6,Premium,Long wait times for support,2,Service Experience
168,45.43851698,0.448064026,0.275758845,1,17.70073812,89.52673082,8,6,17.77989791,3,2.90031592,7.916893553,0,4,-2.716651486,1,8,4,-0.936316511,-1.355731887,3.565949883,59.44642777,10,88.41076144,0.812461492,15.18434456,-4.752994959,8.251292668,51.34087778,-0.054025078,3,8.80128762,1,0,2.509897523,2.674038317,30.90393289,-76,2,8.786972562,2.76428785,annual,197.6502791,49:46.6,Basic,Service is terrible! Constant drops,2,Service Experience
169,17.7472769,-29.6168477,0.605706537,6,18.0378555,94.27857659,9,0,7.947847193,3,4.173192307,-2.494539397,2,1,3.791048592,1,1,1,0.313588009,-1.200904552,2.084886082,57.87951611,3,41.89249385,0.892236573,4.676001381,1.078299052,1.644507209,64.47752339,-0.113695453,6,8.850695138,0,1,0.416403515,1.870172548,4.525643199,11,1,3.608751958,7.533630229,2-year,70.17120327,49:46.6,Premium,Great customer service experience,1,Service Experience
170,122.2696592,-12.77771201,0.395062409,9,33.02116521,97.54858541,4,0,41.90731242,4,2.439530391,-45.43601633,2,3,-6.052007634,1,4,1,0.220497957,3.052705972,4.179321046,61.8241993,14,113.3277234,0.637729639,53.81056586,3.170899658,3.240223439,5.803056188,-0.003471001,8,5.279158266,3,1,5.004005925,2.247408846,40.9692906,-92,1,7.07561809,2.449942135,monthly,87.53574412,49:46.6,Business,Long wait times for support,2,Service Experience
171,138.7372288,7.015615103,0.611796318,1,12.33108225,79.69449214,6,3,40.31112618,4,4.755040509,-28.47972272,2,4,-6.931631401,1,1,0,0.416717872,1.531306703,1.917275801,68.29358516,1,85.11145125,0.811462333,23.4890166,31.990043,8.371646962,69.5730528,-0.13129696,0,1.137034987,4,0,8.924820436,3.350965952,85.25767727,-75,1,7.46020571,6.752674619,2-year,76.69169006,49:46.6,Basic,Great customer service experience,2,Service Experience
172,13.1516875,28.87117068,0.241784689,5,95.83626785,88.03462797,10,4,14.37533566,4,3.135713762,-29.84149744,0,0,10.26767093,1,0,0,0.320772881,-0.632774418,1.635350782,89.68324905,14,50.61585831,0.716510597,30.1165537,1.733449848,8.227415139,70.72008729,0.082660155,2,2.705161647,0,1,8.192845491,4.424833338,37.87342581,-37,1,4.883352726,1.185450411,2-year,63.94552373,49:46.6,Business,Service is terrible! Constant drops,1,Service Experience
173,107.2976811,7.908811621,0.304928862,2,46.66237389,94.22204494,8,4,4.993515296,3,3.383791803,14.05226964,2,4,-1.842688708,0,4,4,-0.771410638,1.521139786,4.129757638,86.89619687,16,51.17577603,0.989047785,24.51321648,-26.92160775,9.509054951,35.91992956,0.775970598,9,4.568882,1,1,2.529391689,3.806896494,90.86052708,-83,0,8.773689573,6.922394633,annual,55.52312225,49:46.6,Basic,Network quality has degraded significantly,2,Service Experience
174,53.03419729,-14.41178514,0.713442355,3,45.56316533,76.73164444,14,3,6.730300248,3,1.125446275,10.74474311,1,5,-11.51354948,1,1,4,-0.417842237,-4.472166495,3.831568123,96.27257961,1,110.2421014,0.94284718,65.01723136,16.31287382,9.977929855,21.96828836,0.265658626,8,7.511694952,0,0,9.099357744,3.172052419,86.74476032,-10,3,7.212064182,2.38774419,annual,116.9964821,49:46.6,Premium,Service is terrible! Constant drops,1,Billing Problems
175,132.5828302,8.040342186,0.336307734,7,53.13975266,72.37651179,3,7,71.48674004,1,1.681076549,-24.08964572,0,2,-11.92247352,0,6,1,-0.74094678,-3.19728464,1.730555903,52.93147795,6,69.16856321,0.893310278,55.35289621,29.73141441,9.786430569,91.50784018,0.44524175,4,7.116817483,4,0,4.797158949,3.407513438,6.196094299,-99,3,6.923392166,5.724693542,annual,178.324793,49:46.6,Business,Long wait times for support,2,Service Experience
176,43.12962151,2.399122783,0.702224675,2,101.1054598,97.46898223,1,6,56.63445653,2,3.531735522,-45.01913209,0,3,14.36689446,0,7,1,0.685944804,1.269478552,1.464983011,50.57781405,15,84.76550519,0.973499054,7.797442352,-18.06283336,4.691241871,42.67049008,0.194966267,5,6.427082353,4,1,0.489990038,3.113044855,30.52719438,-100,1,2.987563351,1.724638669,monthly,130.2774866,49:46.6,Basic,Connection keeps dropping during work calls,2,Service Experience
177,141.2781702,16.79072371,0.367565653,9,131.2419128,80.62706204,8,8,66.46111079,4,2.679481487,12.58751225,2,2,7.110419775,0,1,3,0.493807311,1.413668192,4.353596354,84.95694149,4,50.04422694,0.738737322,52.65265332,14.5305929,3.252955994,65.37061048,0.286035365,7,8.802455598,0,0,0.279246198,4.886510045,91.04173075,-53,2,4.670580802,7.259669476,annual,178.3528205,49:46.6,Business,Connection keeps dropping during work calls,2,Service Experience
178,83.4797158,-23.58116167,0.585729146,5,115.0676052,79.89015546,12,6,14.84888528,1,3.032655162,12.17329671,1,0,1.841842934,1,6,3,-0.596945994,2.741346587,4.106393929,63.96437479,15,26.84313177,0.96035196,79.11897656,-35.30620041,7.825691714,3.332879498,0.156699657,8,8.026464083,3,1,4.85113734,4.264365809,2.980894247,90,4,4.905302402,0.608795744,monthly,193.1140867,49:46.6,Business,Service is terrible! Constant drops,1,Network Quality
179,187.9786979,15.66167415,0.616490344,0,110.4917384,67.13664386,1,9,69.20036608,1,1.251885635,9.832229242,0,0,-3.96245056,1,3,2,-0.317381519,-0.970002409,2.309029495,66.70394478,18,86.82711504,0.730095293,8.119459082,-15.80736954,3.693456035,41.40671666,-0.946266956,7,9.821142408,3,0,5.463228557,4.125108862,76.58082846,6,1,7.602949869,1.654177868,annual,95.13404156,49:46.6,Premium,Bill is too high for the service quality,1,Service Experience
180,36.12897939,2.475994721,0.507592852,6,75.23672191,64.32620058,2,0,11.12845895,0,4.336540954,9.155714641,2,5,-2.767304369,1,0,4,0.933229985,2.225540966,3.632789633,77.3401013,1,72.93885266,0.893118688,88.97389762,40.92239295,8.257603241,81.7258811,0.999196764,2,8.891585209,4,0,0.799129206,3.069315947,90.64279792,63,1,6.565550907,1.841364799,annual,172.0635271,49:46.6,Basic,Service is terrible! Constant drops,0,None
181,74.8026067,27.77952023,0.383186406,7,105.6018058,93.6842745,9,6,37.14480983,4,4.138022409,-16.38221992,1,2,-17.70259223,1,2,2,0.188318716,1.839803326,1.496640746,55.12065616,14,60.16114565,0.894566765,57.83066494,41.13081632,5.805592574,38.75760004,-0.93278152,9,1.956564278,2,0,9.222406537,2.32723783,77.04913983,90,2,1.772745316,0.413435859,annual,38.89698722,49:46.6,Premium,Bill is too high for the service quality,2,Network Quality
182,31.55996904,-9.487670038,0.327586626,7,85.15054336,84.56532705,1,0,59.90839359,1,1.741415903,-37.57978434,2,3,-1.803594205,0,0,2,0.602311195,4.633933784,3.028190636,82.13472083,3,74.8825128,0.607339951,95.06244693,7.532457874,8.145345477,60.31611601,-0.209703984,0,0.576165655,2,0,7.182168285,1.078056377,74.3814317,-26,0,3.769281567,7.450125162,annual,111.782436,49:46.6,Business,Connection keeps dropping during work calls,2,Usage Issues
183,185.6917875,7.957313588,0.219913613,2,36.35632659,73.03298336,2,6,25.83603817,0,3.537317429,-16.57583647,2,0,11.81819642,1,4,0,-0.47081793,-2.848697736,1.074921168,66.25737231,1,24.99427033,0.744423879,14.81412177,20.23514609,3.482918917,20.98558005,-0.789768643,4,4.14510944,3,1,8.012823585,1.173720097,84.33557756,-75,1,5.25742754,9.809525047,monthly,92.61040852,49:46.6,Basic,Long wait times for support,2,Service Experience
